legId,searchDate,flightDate,startingAirport,destinationAirport,fareBasisCode,travelDuration,elapsedDays,isBasicEconomy,isRefundable,isNonStop,baseFare,totalFare,seatsRemaining,totalTravelDistance,segmentsDepartureTimeEpochSeconds,segmentsDepartureTimeRaw,segmentsArrivalTimeEpochSeconds,segmentsArrivalTimeRaw,segmentsArrivalAirportCode,segmentsDepartureAirportCode,segmentsAirlineName,segmentsAirlineCode,segmentsEquipmentDescription,segmentsDurationInSeconds,segmentsDistance,segmentsCabinCode
6e929a2a6e5a654b087224faff4e8302,2022-06-24,2022-07-02,PHL,DTW,SL7QUEL1,PT7H56M,0,False,False,False,333.03,386.11,7,950,1656756000||1656764280||1656777600,2022-07-02T06:00:00.000-04:00||2022-07-02T08:18:00.000-04:00||2022-07-02T12:00:00.000-04:00,1656760800||1656768600||1656784560,2022-07-02T07:20:00.000-04:00||2022-07-02T09:30:00.000-04:00||2022-07-02T13:56:00.000-04:00,BOS||JFK||DTW,PHL||BOS||JFK,JetBlue Airways||JetBlue Airways||JetBlue Airways,B6||B6||B6,Embraer 190||Embraer 190||Embraer 190,4800||4320||6960,280||185||485,coach||coach||coach
d6191ac9b00e309d1a6a95e54bddcc0d,2022-06-04,2022-06-19,BOS,LGA,VL3AUEY5,PT1H25M,0,False,False,True,106.05,128.60,7,185,1655668800,2022-06-19T16:00:00.000-04:00,1655673900,2022-06-19T17:25:00.000-04:00,LGA,BOS,American Airlines,AA,Embraer 190,5100,185,coach
69c7fd2dea5948150eebf5636a1a8dff,2022-05-07,2022-06-30,SFO,DEN,QAA0OKEN,PT7H47M,0,False,False,False,278.14,328.20,1,1033,1656618900||1656639720,2022-06-30T12:55:00.000-07:00||2022-06-30T18:42:00.000-07:00,1656625020||1656646920,2022-06-30T14:37:00.000-07:00||2022-06-30T21:42:00.000-06:00,LAS||DEN,SFO||LAS,United||United,UA||UA,Boeing 737-800||Boeing 737-900,6120||7200,424||609,coach||coach
7814040bde211c69d4a90b266bb607d6,2022-05-13,2022-06-06,ORD,DFW,MVAIZNN1,PT2H24M,0,False,False,True,304.19,341.60,10,799,1654522560,2022-06-06T08:36:00.000-05:00,1654531200,2022-06-06T11:00:00.000-05:00,DFW,ORD,American Airlines,AA,Boeing 737-800,8640,799,coach
16976daa7af1deaf92cc687d6d6f07cf,2022-05-01,2022-05-04,LAX,ATL,HA0QA0MQ,PT3H56M,0,False,False,True,459.53,508.60,9,1919,1651672800,2022-05-04T07:00:00.000-07:00,1651686960,2022-05-04T13:56:00.000-04:00,ATL,ONT,Delta,DL,Airbus A321,14160,1919,coach
8c10f10f14ac600020d823f959a02185,2022-05-18,2022-07-06,SFO,OAK,QAA0OKEN,PT5H21M,0,False,False,False,416.74,471.60,9,1187,1657137540||1657149900,2022-07-06T12:59:00.000-07:00||2022-07-06T17:25:00.000-06:00,1657144860||1657156800,2022-07-06T16:01:00.000-06:00||2022-07-06T18:20:00.000-07:00,SLC||OAK,SFO||SLC,United||Delta,UA||DL,Embraer 175 (Enhanced Winglets)||Airbus A220-100,7320||6900,599||588,coach||coach
9e8c09bc323acb1284b72dc0cec6e24b,2022-04-23,2022-05-09,EWR,CLT,QUAIXSB3,PT1H51M,0,True,False,True,106.05,128.60,7,545,1652118420,2022-05-09T13:47:00.000-04:00,1652125080,2022-05-09T15:38:00.000-04:00,CLT,EWR,American Airlines,AA,Airbus A320,6660,545,coach
305cc9b160b36b40a5697b5140876e17,2022-06-19,2022-08-04,LGA,BOS,TA3NA0BC,PT1H31M,0,True,False,True,101.40,123.61,9,185,1659650400,2022-08-04T18:00:00.000-04:00,1659655860,2022-08-04T19:31:00.000-04:00,BOS,LGA,Delta,DL,Embraer 175,5460,185,coach
4a2476f44766351cc9ce96f2636f07c8,2022-06-01,2022-06-20,EWR,PHL,QAA0OHEN,PT7H41M,0,False,False,False,398.15,457.21,9,465,1655749740||1655771400,2022-06-20T14:29:00.000-04:00||2022-06-20T20:30:00.000-04:00,1655754480||1655777400,2022-06-20T15:48:00.000-04:00||2022-06-20T22:10:00.000-04:00,BOS||PHL,EWR||BOS,United||Delta,UA||DL,Boeing 737-700||Embraer 175,4740||6000,185||280,coach||coach
3cc42b2d1eb1b4018287f60e887cb1e0,2022-06-06,2022-06-15,DFW,EWR,L3AHZNN1,PT3H27M,0,False,False,True,269.77,304.60,1,1380,1655321280,2022-06-15T14:28:00.000-05:00,1655333700,2022-06-15T18:55:00.000-04:00,EWR,DFW,American Airlines,AA,Boeing 737-800,12420,1380,coach
c0f78dba95f4bf692152b8994c36f7a3,2022-05-21,2022-06-20,DFW,BOS,L0AHZNN1,PT3H42M,0,False,False,True,258.60,292.60,7,1556,1655758140,2022-06-20T15:49:00.000-05:00,1655771460,2022-06-20T20:31:00.000-04:00,BOS,DFW,American Airlines,AA,Airbus A321,13320,1556,coach
b03dbe3f3ba8888507f4056af6aa1efe,2022-06-03,2022-07-29,CLT,BOS,G3AJZNN1,PT2H6M,0,False,False,True,175.82,202.11,7,728,1659122700,2022-07-29T15:25:00.000-04:00,1659130260,2022-07-29T17:31:00.000-04:00,BOS,CLT,American Airlines,AA,Airbus A320,7560,728,coach
356f6f33d08fa61f4a3d923cccd602a6,2022-04-27,2022-05-11,ORD,CLT,NUAIXSN3,PT6H8M,0,False,False,False,96.74,127.60,7,1265,1652279400||1652293800,2022-05-11T09:30:00.000-05:00||2022-05-11T14:30:00.000-04:00,1652287200||1652301480,2022-05-11T12:40:00.000-04:00||2022-05-11T16:38:00.000-04:00,LGA||CLT,ORD||LGA,American Airlines||American Airlines,AA||AA,Airbus A319||Boeing 737-800,7800||7680,720||545,coach||coach
f1e542c9debe7d786b8f582036cf5b76,2022-04-28,2022-05-24,JFK,DFW,KAVOA0MQ,PT11H25M,0,False,False,False,508.83,576.19,9,1398,1653399000||1653428220,2022-05-24T09:30:00.000-04:00||2022-05-24T17:37:00.000-04:00,1653403860||1653440100,2022-05-24T10:51:00.000-04:00||2022-05-24T19:55:00.000-05:00,IAD||DFW,JFK||IAD,Delta||United,DL||UA,Embraer 175||Airbus A319,4860||11880,221||1177,coach||coach
c1ba29ce4113f3867091104677ab5850,2022-05-20,2022-06-21,SFO,ORD,HAUOA0MQ,PT13H5M,1,False,False,False,604.65,679.20,9,2323,1655874000||1655916000,2022-06-21T22:00:00.000-07:00||2022-06-22T12:40:00.000-04:00,1655890500||1655921100,2022-06-22T05:35:00.000-04:00||2022-06-22T13:05:00.000-05:00,DTW||ORD,SFO||DTW,Delta||Delta,DL||DL,Boeing 737-900||Boeing 717,16500||5100,2083||240,coach||coach
339ba69d7735e35ae472866107da9bde,2022-06-23,2022-07-14,DFW,ORD,KNR,PT19H11M,1,False,False,False,149.00,256.58,0,,1657855140||1657909380,2022-07-14T22:19:00.000-05:00||2022-07-15T11:23:00.000-07:00,1657867140||1657924200,2022-07-14T23:39:00.000-07:00||2022-07-15T17:30:00.000-05:00,LAX||ORD,DFW||LAX,Spirit Airlines||Spirit Airlines,NK||NK,||,12000||14820,None||None,coach||coach
73a98b6229e3a450f2606309fed6d604,2022-05-22,2022-07-15,EWR,MIA,MAVOA0MQ,PT7H28M,0,False,False,False,516.28,578.60,9,1358,1657888140||1657908000,2022-07-15T08:29:00.000-04:00||2022-07-15T14:00:00.000-04:00,1657896060||1657915020,2022-07-15T10:41:00.000-04:00||2022-07-15T15:57:00.000-04:00,ATL||MIA,EWR||ATL,Delta||Delta,DL||DL,Boeing 737-800||Boeing 757,7920||7020,762||596,coach||coach
bb27e96ed3c1b7cbf4247b9c841b8ceb,2022-06-25,2022-07-09,SFO,EWR,BH0AUEL1,PT16H32M,1,False,False,False,573.95,646.20,7,3665,1657433400||1657481100,2022-07-09T23:10:00.000-07:00||2022-07-10T15:25:00.000-04:00,1657454040||1657492920,2022-07-10T07:54:00.000-04:00||2022-07-10T18:42:00.000-04:00,FLL||EWR,SFO||FLL,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A319-321||Airbus A320,20640||11820,2580||1085,coach||coach
b10b27939c138f6970029119fe7ee5aa,2022-04-18,2022-05-17,OAK,EWR,OH2OAVMN,PT13H43M,0,False,False,False,426.05,487.20,7,3069,1652793900||1652823480,2022-05-17T06:25:00.000-07:00||2022-05-17T14:38:00.000-07:00,1652801760||1652843280,2022-05-17T08:36:00.000-07:00||2022-05-17T23:08:00.000-04:00,SEA||EWR,OAK||SEA,Alaska Airlines||United,AS||UA,Boeing 737-900||Boeing 737-700,7860||19800,672||2397,coach||coach
120fb55e9a038f6a966e5a7b460452af,2022-04-21,2022-06-15,DEN,LGA,VAA0AHEN,PT3H44M,0,False,False,True,268.84,303.60,8,1621,1655300700,2022-06-15T07:45:00.000-06:00,1655314140,2022-06-15T13:29:00.000-04:00,LGA,DEN,United,UA,Airbus A319,13440,1621,coach
36ef344f3ab44c35a0d045c0843e5d75,2022-05-26,2022-06-15,DEN,DFW,Y00PXS5,PT2H3M,0,False,False,True,315.71,353.99,4,650,1655323260,2022-06-15T14:01:00.000-06:00,1655330640,2022-06-15T17:04:00.000-05:00,DFW,DEN,Frontier Airlines,F9,,7380,650,coach
15a755df5f731426dd49446c0d7a04f8,2022-04-23,2022-06-11,IAD,PHL,M0NR,PT6H12M,0,False,False,False,312.47,364.01,4,483,1654950300||1654956000||1654968300,2022-06-11T08:25:00.000-04:00||2022-06-11T10:00:00.000-04:00||2022-06-11T13:25:00.000-04:00,1654954800||1654958400||1654972620,2022-06-11T09:40:00.000-04:00||2022-06-11T10:40:00.000-04:00||2022-06-11T14:37:00.000-04:00,MGW||PIT||PHL,IAD||MGW||PIT,Southern Airways Express||Southern Airways Express||American Airlines,9X||9X||AA,Cessna||Cessna||Canadian Regional Jet 700,4500||2400||4320,152||63||268,coach||coach||coach
bbc383f72a66088022fa88ce44f3b540,2022-06-08,2022-06-16,LAX,DFW,U0XSNR,PT13H41M,1,False,False,False,61.38,168.96,0,,1655408460||1655447400,2022-06-16T12:41:00.000-07:00||2022-06-16T23:30:00.000-07:00,1655413080||1655457720,2022-06-16T13:58:00.000-07:00||2022-06-17T04:22:00.000-05:00,LAS||DFW,LAX||LAS,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,4620||10320,None||None,coach||coach
fd965fda569049107e79e2020f594d31,2022-06-14,2022-07-15,LAX,PHL,LAA2AKES,PT14H57M,1,False,False,False,288.37,343.70,8,2422,1657928520||1657958280||1657974720,2022-07-15T16:42:00.000-07:00||2022-07-16T00:58:00.000-07:00||2022-07-16T07:32:00.000-05:00,1657933140||1657971000||1657982340,2022-07-15T17:59:00.000-07:00||2022-07-16T06:30:00.000-05:00||2022-07-16T10:39:00.000-04:00,LAS||ORD||PHL,LAX||LAS||ORD,United||United||United,UA||UA||UA,Airbus A320||Boeing 737-900||Airbus A319,4620||12720||7620,241||1509||672,coach||coach||coach
92ab525747a4528261973e16d2417fc0,2022-05-27,2022-06-05,LGA,LAX,SI3QUEL1,PT14H37M,1,False,False,False,406.51,466.20,7,3163,1654480200||1654513200,2022-06-05T21:50:00.000-04:00||2022-06-06T07:00:00.000-04:00,1654490160||1654532820,2022-06-06T00:36:00.000-04:00||2022-06-06T09:27:00.000-07:00,MCO||LAX,LGA||MCO,JetBlue Airways||JetBlue Airways,B6||B6,Airbus A320||Airbus A320,9960||19620,952||2211,coach||coach
1dcf18f81b9cce05f371ce40d4353c09,2022-06-13,2022-06-15,OAK,LGA,KH0OASMN,PT13H37M,1,False,False,False,836.28,927.10,2,3346,1655340900||1655355600||1655384400,2022-06-15T17:55:00.000-07:00||2022-06-15T22:00:00.000-07:00||2022-06-16T09:00:00.000-04:00,1655348100||1655374680||1655389920,2022-06-15T19:55:00.000-07:00||2022-06-16T06:18:00.000-04:00||2022-06-16T10:32:00.000-04:00,SEA||BOS||LGA,OAK||SEA||BOS,Alaska Airlines||Alaska Airlines||Delta,AS||AS||DL,Embraer 175||Boeing 737-900||Embraer 175,7200||19080||5520,672||2489||185,coach||coach||coach
d9c49fbbf5e73e76ae406beb5f9e2ea7,2022-05-26,2022-07-04,LAX,DTW,WAA3PQEN,PT13H35M,1,False,False,False,328.37,382.20,6,2943,1657004100||1657045740,2022-07-04T23:55:00.000-07:00||2022-07-05T14:29:00.000-04:00,1657022820||1657053000,2022-07-05T08:07:00.000-04:00||2022-07-05T16:30:00.000-04:00,EWR||DTW,LAX||EWR,United||United,UA||UA,Boeing 777||Embraer 170,18720||7260,2458||485,coach||coach
5bc75809e180961fd32433b16c71cc7f,2022-05-07,2022-06-29,SFO,IAD,UAA7AQEN,PT5H14M,0,False,False,True,459.53,508.60,7,2426,1656532860,2022-06-29T13:01:00.000-07:00,1656551700,2022-06-29T21:15:00.000-04:00,IAD,SFO,United,UA,Boeing 737-900,18840,2426,coach
5bf91da65537a0cd824b8e9be85a92ff,2022-05-27,2022-07-15,JFK,BOS,ZI7AUEL1,PT1H23M,1,False,False,True,73.49,93.60,7,185,1657940100,2022-07-15T22:55:00.000-04:00,1657945080,2022-07-16T00:18:00.000-04:00,BOS,JFK,JetBlue Airways,B6,Airbus A320,4980,185,coach
3f4044b424dd063a6bc36208f6fcedf3,2022-06-05,2022-06-14,LGA,ORD,TA0SA0MC,PT2H44M,0,False,False,True,106.05,128.60,2,720,1655253000,2022-06-14T20:30:00.000-04:00,1655262840,2022-06-14T22:14:00.000-05:00,ORD,LGA,Delta,DL,Airbus A220-100,9840,720,coach
278eefd39062365b06cb10842976a818,2022-06-02,2022-06-03,SFO,DEN,WAA0JKEN,PT7H47M,0,False,False,False,213.95,253.60,9,1187,1654286400||1654305600,2022-06-03T13:00:00.000-07:00||2022-06-03T18:20:00.000-07:00,1654292340||1654314420,2022-06-03T14:39:00.000-07:00||2022-06-03T21:47:00.000-06:00,LAX||DEN,SFO||LAX,United||United,UA||UA,Airbus A319||Boeing 737-800,5940||8820,339||848,coach||coach
088ed03ddd8022c8ed534e762756cbbf,2022-06-17,2022-07-22,BOS,DFW,KAVOA0BC,PT4H15M,0,True,False,True,208.37,238.60,9,1556,1658491500,2022-07-22T08:05:00.000-04:00,1658506800,2022-07-22T11:20:00.000-05:00,DFW,BOS,Delta,DL,Airbus A220-100,15300,1556,coach
837354867f0c87b12d2e87389a8eacf7,2022-05-26,2022-07-14,LAX,LGA,WAA1AKEN,PT13H13M,0,False,False,False,451.16,514.20,9,2427,1657802340||1657836000,2022-07-14T05:39:00.000-07:00||2022-07-14T16:00:00.000-06:00,1657810740||1657849920,2022-07-14T08:59:00.000-06:00||2022-07-14T21:52:00.000-04:00,DEN||LGA,ONT||DEN,United||United,UA||UA,Airbus A320||Boeing 737-800,8400||13920,806||1621,coach||coach
755f5ffabdf2509f8c84ed7a5220c2f1,2022-04-27,2022-05-07,MIA,CLT,G7AWZNN1,PT2H8M,0,False,False,True,178.60,206.60,7,652,1651929300,2022-05-07T09:15:00.000-04:00,1651936980,2022-05-07T11:23:00.000-04:00,CLT,MIA,American Airlines,AA,Boeing 737-800,7680,652,coach
deb2b634ef48ba70a877d4e8e2712d01,2022-06-11,2022-07-18,ORD,BOS,WAA1AKEN,PT2H20M,0,False,False,True,177.67,205.60,1,862,1658148180,2022-07-18T07:43:00.000-05:00,1658156580,2022-07-18T11:03:00.000-04:00,BOS,ORD,United,UA,Boeing 737-900,8400,862,coach
abe99ec3e5847825425df9313a2c7f3f,2022-05-04,2022-05-18,LAX,DEN,MA7OA0MG,PT2H22M,0,False,False,True,338.60,378.60,4,848,1652929140,2022-05-18T19:59:00.000-07:00,1652937660,2022-05-18T23:21:00.000-06:00,DEN,LAX,Delta,DL,Embraer 175 (Enhanced Winglets),8520,848,coach
2457322d43f1ea4b2216e5f66877cb02,2022-06-25,2022-07-30,CLT,BOS,XAVNA0BC,PT11H51M,0,True,False,False,156.28,200.20,9,1099,1659175500||1659191400||1659212400,2022-07-30T06:05:00.000-04:00||2022-07-30T10:30:00.000-04:00||2022-07-30T16:20:00.000-04:00,1659182820||1659195960||1659218160,2022-07-30T08:07:00.000-04:00||2022-07-30T11:46:00.000-04:00||2022-07-30T17:56:00.000-04:00,JFK||BWI||BOS,CLT||JFK||BWI,Delta||Delta||Delta,DL||DL||DL,Canadair Regional Jet 900||Canadair Regional Jet 900||Embraer 175,7320||4560||5760,545||185||369,coach||coach||coach
556314c84fe4f99ee75033bbadaabcd0,2022-04-27,2022-04-29,CLT,LAX,LA3NA0MC,PT8H39M,0,False,False,False,314.42,360.10,6,2464,1651232160||1651249140,2022-04-29T07:36:00.000-04:00||2022-04-29T11:19:00.000-05:00,1651242540||1651263300,2022-04-29T09:29:00.000-05:00||2022-04-29T13:15:00.000-07:00,MSP||LAX,CLT||MSP,Delta||Delta,DL||DL,Boeing 717||Airbus A321,10380||14160,930||1534,coach||coach
dc00a34f14b159e9270142b9864d36c4,2022-05-29,2022-06-05,LAX,ATL,M0AIZNN1,PT7H40M,0,False,False,False,412.09,466.60,4,1910,1654456020||1654469940,2022-06-05T12:07:00.000-07:00||2022-06-05T15:59:00.000-07:00,1654461360||1654483620,2022-06-05T13:36:00.000-07:00||2022-06-05T22:47:00.000-04:00,PHX||ATL,ONT||PHX,American Airlines||American Airlines,AA||AA,Canadair Regional Jet 900||Airbus A320,5340||13680,326||1584,coach||coach
8a876aa488a7de62d509319ee4f1de7a,2022-06-12,2022-06-14,LGA,DTW,B3AJZNN1,PT1H59M,0,False,False,True,209.30,239.60,7,485,1655236500,2022-06-14T15:55:00.000-04:00,1655243640,2022-06-14T17:54:00.000-04:00,DTW,LGA,JetBlue Airways,B6,Embraer 175,7140,485,coach
3b8bb5d29f80ee5b6faf8e8adad71eb0,2022-05-06,2022-05-10,LAX,DEN,KA3NA0MQ,PT4H46M,0,False,False,False,202.79,241.60,9,970,1652200500||1652212440,2022-05-10T09:35:00.000-07:00||2022-05-10T13:54:00.000-06:00,1652207100||1652217660,2022-05-10T12:25:00.000-06:00||2022-05-10T15:21:00.000-06:00,SLC||DEN,LAX||SLC,Delta||Delta,DL||DL,Airbus A321||Boeing 737-800,6600||5220,590||380,coach||coach
79151d2adfe5b7d59d5d91efc3fe63d7,2022-06-09,2022-07-31,PHL,ATL,D21YXS2,PT2H19M,0,False,False,True,99.89,121.98,4,701,1659305460,2022-07-31T18:11:00.000-04:00,1659313800,2022-07-31T20:30:00.000-04:00,ATL,TTN,Frontier Airlines,F9,,8340,701,coach
5df9238bf6ab2f437f012c696d16bb79,2022-05-22,2022-06-20,LGA,DTW,VVAJZNN1,PT1H57M,0,False,False,True,123.72,147.60,7,485,1655733540,2022-06-20T09:59:00.000-04:00,1655740560,2022-06-20T11:56:00.000-04:00,DTW,LGA,JetBlue Airways,B6,Embraer 175,7020,485,coach
91da9b18627f9cb8d5b78769b72f69a7,2022-04-18,2022-05-30,ORD,BOS,HAUOA0MQ,PT6H30M,0,False,False,False,268.84,312.60,2,905,1653908400||1653926400,2022-05-30T06:00:00.000-05:00||2022-05-30T12:00:00.000-04:00,1653916440||1653931800,2022-05-30T09:14:00.000-04:00||2022-05-30T13:30:00.000-04:00,LGA||BOS,ORD||LGA,Delta||Delta,DL||DL,Airbus A220-100||Embraer 175,8040||5400,720||185,coach||coach
a13de2ba5929bfdd7263ac6432d202d8,2022-05-19,2022-06-01,EWR,IAD,G8AZZNN1,PT6H24M,0,False,False,False,314.41,360.09,7,872,1654078200||1654095600,2022-06-01T06:10:00.000-04:00||2022-06-01T11:00:00.000-04:00,1654084860||1654101240,2022-06-01T08:01:00.000-04:00||2022-06-01T12:34:00.000-04:00,CLT||IAD,EWR||CLT,American Airlines||American Airlines,AA||AA,Boeing 737-800||Canadair Regional Jet 900,6660||5640,545||327,coach||coach
b9243f92995ee5c097ed7f93f9c967b2,2022-06-22,2022-07-26,DEN,DTW,WAA1AKEN,PT5H6M,0,False,False,False,395.34,448.59,2,1143,1658836800||1658850000,2022-07-26T06:00:00.000-06:00||2022-07-26T10:40:00.000-05:00,1658845740||1658855160,2022-07-26T09:29:00.000-05:00||2022-07-26T13:06:00.000-04:00,ORD||DTW,DEN||ORD,United||United,UA||UA,Boeing 737-900||Embraer 175 (Enhanced Winglets),8940||5160,903||240,coach||coach
58ab5ec9d0dd905e2663ffb7d6a959b2,2022-06-20,2022-07-20,DTW,DFW,V7AHZNN1,PT2H44M,0,False,False,True,293.02,329.60,7,995,1658309700,2022-07-20T05:35:00.000-04:00,1658319540,2022-07-20T07:19:00.000-05:00,DFW,DTW,American Airlines,AA,Boeing 737-800,9840,995,coach
e422bfb1faab18b4b33490843f9c8b91,2022-06-25,2022-07-03,LAX,IAD,WAA7AKES,PT7H58M,1,False,False,False,226.98,267.60,9,2790,1656881220||1656890940,2022-07-03T13:47:00.000-07:00||2022-07-03T16:29:00.000-07:00,1656886500||1656909900,2022-07-03T15:15:00.000-07:00||2022-07-04T00:45:00.000-04:00,SFO||IAD,ONT||SFO,United||United,UA||UA,Embraer 175 (Enhanced Winglets)||Boeing 737 MAX 9,5280||18960,364||2426,coach||coach
a866b22c5c72a06179d69a1b0fa2d06c,2022-06-24,2022-08-07,OAK,ATL,Y0CXHO,PT10H25M,0,False,False,False,356.00,463.58,0,,1659880800||1659910500,2022-08-07T07:00:00.000-07:00||2022-08-07T17:15:00.000-05:00,1659895800||1659918300,2022-08-07T13:10:00.000-05:00||2022-08-07T20:25:00.000-04:00,ORD||ATL,OAK||ORD,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A320 SHARKLETS||Airbus A319,15000||7800,None||None,coach||coach
fb279465c290fdd6a1729191ffb122bb,2022-05-29,2022-07-14,DFW,EWR,RA3NR,PT11H20M,0,False,False,False,147.00,254.58,0,,1657794300||1657823820,2022-07-14T05:25:00.000-05:00||2022-07-14T14:37:00.000-04:00,1657804980||1657835100,2022-07-14T09:23:00.000-04:00||2022-07-14T17:45:00.000-04:00,FLL||EWR,DFW||FLL,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||AIRBUS INDUSTRIE A321 SHARKLETS,10680||11280,None||None,coach||coach
99e5a273064b40c293b79d784e152526,2022-06-10,2022-08-08,PHL,LAX,BAUOA0MQ,PT8H42M,0,False,False,False,646.51,718.60,9,2610,1659960300||1659975300,2022-08-08T08:05:00.000-04:00||2022-08-08T12:15:00.000-04:00,1659967860||1659991620,2022-08-08T10:11:00.000-04:00||2022-08-08T13:47:00.000-07:00,ATL||LAX,PHL||ATL,Delta||Delta,DL||DL,Boeing 757||Airbus A321,7560||16320,667||1943,coach||coach
ca40822e1de7a22ef60d943359708189,2022-05-09,2022-05-12,JFK,IAD,G3AGZNN1,PT12H14M,0,False,False,False,320.00,377.70,1,918,1652353800||1652368440||1652393100,2022-05-12T07:10:00.000-04:00||2022-05-12T11:14:00.000-04:00||2022-05-12T18:05:00.000-04:00,1652359200||1652373000||1652397840,2022-05-12T08:40:00.000-04:00||2022-05-12T12:30:00.000-04:00||2022-05-12T19:24:00.000-04:00,ORF||CLT||IAD,JFK||ORF||CLT,American Airlines||American Airlines||American Airlines,AA||AA||AA,Embraer 175||Airbus A319||Airbus A320,5400||4560||4740,301||290||327,coach||coach||coach
b0882f576207212c375efbce0bd4e493,2022-05-13,2022-07-08,LAX,CLT,MA0OA0MQ,PT7H11M,0,False,False,False,479.07,538.60,9,2490,1657283700||1657303200,2022-07-08T05:35:00.000-07:00||2022-07-08T14:00:00.000-04:00,1657299960||1657309560,2022-07-08T13:06:00.000-04:00||2022-07-08T15:46:00.000-04:00,DTW||CLT,LAX||DTW,Delta||Delta,DL||DL,Airbus A321||Boeing 717,16260||6360,1985||505,coach||coach
9b02a005f72cf8d307db18b14c8b3491,2022-05-05,2022-06-13,CLT,DFW,HATOA0MC,PT6H19M,0,False,False,False,367.44,417.10,5,953,1655137140||1655151780,2022-06-13T12:19:00.000-04:00||2022-06-13T16:23:00.000-04:00,1655141820||1655159880,2022-06-13T13:37:00.000-04:00||2022-06-13T17:38:00.000-05:00,ATL||DAL,CLT||ATL,Delta||Delta,DL||DL,Boeing 717||Boeing 717,4680||8100,228||725,coach||coach
8ad3be5102efc252c2c7f4e187f99f85,2022-04-29,2022-05-13,DFW,BOS,HA0QA0MQ,PT7H25M,0,False,False,False,320.00,367.60,2,1565,1652446500||1652468100,2022-05-13T07:55:00.000-05:00||2022-05-13T14:55:00.000-04:00,1652459340||1652473200,2022-05-13T12:29:00.000-04:00||2022-05-13T16:20:00.000-04:00,JFK||BOS,DFW||JFK,Delta||Delta,DL||DL,Airbus A220-100||Airbus A220-100,12840||5100,1380||185,coach||coach
70f85661e2102e1c4ab7c0e93b5babae,2022-05-22,2022-07-19,OAK,ORD,VA3NR,PT11H53M,0,False,False,False,94.00,201.58,0,,1658250300||1658279700,2022-07-19T10:05:00.000-07:00||2022-07-19T18:15:00.000-07:00,1658255880||1658293080,2022-07-19T11:38:00.000-07:00||2022-07-19T23:58:00.000-05:00,LAS||ORD,OAK||LAS,Spirit Airlines||Spirit Airlines,NK||NK,AIRBUS INDUSTRIE A321 SHARKLETS||,5580||13380,None||None,coach||coach
e8d44943084f8057e4d0b33b971ccbc8,2022-06-21,2022-07-24,OAK,PHL,UA21NR,PT5H23M,1,False,False,True,82.00,138.59,0,,1658704380,2022-07-24T16:13:00.000-07:00,1658723760,2022-07-25T00:36:00.000-04:00,PHL,OAK,Spirit Airlines,NK,,19380,None,coach
a23488b22c640560a959d435bfcb8fad,2022-06-03,2022-07-04,IAD,JFK,G7AIZON1,PT5H51M,0,False,False,False,343.25,391.09,4,872,1656946740||1656960660,2022-07-04T10:59:00.000-04:00||2022-07-04T14:51:00.000-04:00,1656951540||1656967800,2022-07-04T12:19:00.000-04:00||2022-07-04T16:50:00.000-04:00,CLT||JFK,IAD||CLT,American Airlines||American Airlines,AA||AA,Canadair Regional Jet 900||Airbus A319,4800||7140,327||545,coach||coach
d57f527061e61c257b26f4c266215ade,2022-05-30,2022-07-04,EWR,LAX,QAA0PQEN,PT5H50M,0,False,False,True,346.05,386.60,9,2458,1656938100,2022-07-04T08:35:00.000-04:00,1656959100,2022-07-04T11:25:00.000-07:00,LAX,EWR,United,UA,,21000,2458,coach
4b65c3e47c572c294e2f87215a729201,2022-04-22,2022-06-10,PHL,LAX,BA0OA0MC,PT10H19M,0,False,False,False,572.10,638.61,9,2432,1654880400||1654900200,2022-06-10T13:00:00.000-04:00||2022-06-10T18:30:00.000-04:00,1654886700||1654917540,2022-06-10T14:45:00.000-04:00||2022-06-10T20:19:00.000-07:00,DTW||LAX,PHL||DTW,Delta||Delta,DL||DL,Canadair Regional Jet 900||Airbus A321,6300||17340,447||1985,coach||coach
6ee6749a8bb04ce42c021e04ebdf6c70,2022-04-17,2022-06-08,ATL,SFO,KA7OA0MQ,PT16H6M,0,False,False,False,379.54,437.21,7,3328,1654686900||1654722300,2022-06-08T07:15:00.000-04:00||2022-06-08T17:05:00.000-04:00,1654694520||1654744860,2022-06-08T09:22:00.000-04:00||2022-06-08T20:21:00.000-07:00,EWR||SFO,ATL||EWR,Delta||Alaska Airlines,DL||AS,Boeing 737-800||Boeing 737-900,7620||22560,762||2566,coach||coach
b965e3a1a00dc02ac519c469022d8435,2022-05-22,2022-06-15,DTW,LGA,QA0NX0MQ,PT1H45M,0,False,False,True,282.79,318.60,9,485,1655303100,2022-06-15T10:25:00.000-04:00,1655309400,2022-06-15T12:10:00.000-04:00,LGA,DTW,Delta,DL,Airbus A220-100,6300,485,coach
